subject,stage,lzc,emg_rms,eeg_emg_coherence
0,W,0.6564674423026143,1.6482969968561546e-11,0.07037108249126699
0,W,0.5525107212341651,1.6905296745516345e-11,0.10368321298133876
0,W,0.5409599744487819,1.1518788077798498e-11,0.06428765469765227
0,W,0.6314408242676173,1.1372412602763462e-11,0.07235874548485206
0,W,0.6275905753391562,1.8744749829498805e-11,0.07879654722880959
0,W,0.548660472305704,1.79271116938901e-11,0.07126701802119248
0,W,0.5332594765918597,1.758280227773131e-11,0.07799921234626775
0,W,0.35037265248995836,1.1727272897787417e-11,0.05662414753891504
0,W,0.5294092276633986,1.2055034829067301e-11,0.07996441274156817
0,W,0.5679117169480095,1.1906886628339928e-11,0.07503185552043676
0,W,0.5967885839114675,1.34811112570528e-11,0.06517506233243123
0,W,0.6179649530180035,1.5526931178079296e-11,0.06167037334392339
0,W,0.5852378371260842,1.7829032786044438e-11,0.0682775873709195
0,W,0.6295156998033867,1.1450438235427206e-11,0.07102766891278055
0,W,0.5582860946268567,1.1867023749797245e-11,0.07323835215577296
0,W,0.5910132105187759,1.0530603527873713e-11,0.06663038324240358
0,W,0.6006388328399286,1.733177286746633e-11,0.07039121814212718
0,W,0.6468418199814616,1.9984267494747422e-11,0.08058900984572236
0,N1,0.6237403264106951,1.6860076172489778e-11,0.07474476460960752
0,N1,0.5813875881976232,1.8600037861571452e-11,0.06086991910910117
0,N1,0.5140082319495543,5.068417133839342e-11,0.07294785918900394
0,N1,0.5101579830210932,5.0887575569477314e-11,0.060877104825313486
0,N2,0.42737763105918,6.448221805568517e-11,0.07830604764468431
0,N2,0.4235273821307189,7.313166358631644e-11,0.06875440242519787
0,N2,0.43122787998764106,7.300315594065028e-11,0.07348419031807879
0,N2,0.4658801203437908,6.997527117600615e-11,0.07544062340680174
0,N2,0.47743086712917404,8.193108229332475e-11,0.06936922705061757
0,N2,0.49283186284301833,5.77363447215681e-11,0.08121597453078773
0,N2,0.46973036927225187,4.422823866003651e-11,0.05820452093613249
0,N2,0.4543293735584075,6.727278423049258e-11,0.07819166128153517
0,N2,0.48320624052186567,6.280749203236131e-11,0.0720221547576822
0,N2,0.42737763105918,6.653471111552977e-11,0.07398800076863088
0,N2,0.47358061820071296,5.566650520316317e-11,0.06366927642526897
0,N2,0.4158268842737967,6.118480571097142e-11,0.0652723691884993
0,N2,0.4216022576664884,4.709650380784324e-11,0.07237482042873745
0,N3,0.4081263864168746,6.578941558749939e-11,0.07059225072221124
0,N2,0.41390175980956617,5.415186608415291e-11,0.06255103963005988
0,N3,0.40620126195264405,5.396521013026585e-11,0.07118140309630439
0,N3,0.35807315034688053,5.075194385791027e-11,0.07380877104524478
0,N3,0.35807315034688053,4.669374976131223e-11,0.06892854373324935
0,N3,0.37539927052495536,5.935141317720727e-11,0.06429775504384061
0,N3,0.331121407847653,5.851144191940022e-11,0.05915256558714399
0,N3,0.3195706610622697,4.7680627312736094e-11,0.06236827576729506
0,N3,0.331121407847653,5.17866366378753e-11,0.08210200728740008
0,N3,0.3484475280257278,6.575729861682497e-11,0.08578403122359993
0,N3,0.331121407847653,5.6096127468008644e-11,0.06579671663251938
0,N3,0.30801991427688646,5.90695146784106e-11,0.06559420053105483
0,N3,0.3176455365980392,7.312412270190645e-11,0.06736129620337164
0,N3,0.3272711589191919,4.8400511161246886e-11,0.06843873198167612
0,N3,0.32534603445496135,5.327140652632449e-11,0.06434211818249619
0,N3,0.3272711589191919,5.48485089077931e-11,0.0833671819887676
0,N3,0.2964691674915032,4.03666581306278e-11,0.07447724221298342
0,N3,0.331121407847653,4.9468686046668524e-11,0.07217042344947369
0,N3,0.29839429195573375,6.45958743200008e-11,0.06901195634661483
0,N3,0.3003194164199643,6.982545869492026e-11,0.07577204738448975
0,N3,0.3041696653484254,5.787342909948594e-11,0.07560691908852844
0,N3,0.24449080695727865,6.809714371977208e-11,0.0648352458400996
0,W,0.4716554937364824,3.7888255637664964e-11,0.030997717231364054
0,N3,0.3272711589191919,5.2545739982428866e-11,0.06333686778075676
0,N3,0.3445972790972668,5.1320305248594456e-11,0.08055271119809768
0,N2,0.4119766353453357,5.5390942346495376e-11,0.06972321271350265
0,N2,0.32919628338342244,5.048714868935836e-11,0.07097923056877559
0,N3,0.33497165677611407,4.1683615129907123e-11,0.06468790700068094
0,N3,0.34844752802572787,4.938157368231758e-11,0.07855400414167066
0,N3,0.30801991427688646,3.882309985346405e-11,0.07330266274165553
0,N3,0.35037265248995836,7.021116970898053e-11,0.06541593962946265
0,N3,0.309945038741117,5.354419454597424e-11,0.06728384358189295
0,N3,0.3137952876695781,6.336202469163179e-11,0.07354288185365412
0,N3,0.3176455365980392,5.522803537585111e-11,0.06907734990311239
0,N3,0.3003194164199643,5.004234531712315e-11,0.07298742935857937
0,N3,0.3234209099907308,3.40966089297474e-11,0.0650124501596317
0,N3,0.2637420515995841,8.891201716418407e-11,0.07183159067542223
0,N2,0.42545250659494943,7.168388815493296e-11,0.05663804045625183
0,N2,0.36769877266803325,7.959302783831335e-11,0.0678854744998984
0,N2,0.3908002662387997,6.444998151743655e-11,0.08337576075948502
0,N2,0.3734741460607248,3.501695637468324e-11,0.06555062250839319
0,N2,0.4139017598095662,6.251986716973709e-11,0.061886804666046694
0,N2,0.36962389713226373,9.139216941470121e-11,0.0647506727753712
0,N2,0.4658801203437908,5.891439059754625e-11,0.08021686457036695
0,N3,0.3676987726680332,6.346238503847929e-11,0.08063647888100137
0,N2,0.3850248928461081,7.088471479824926e-11,0.07267516086850868
0,N2,0.3869500173103386,4.419370748051279e-11,0.062311353794596534
0,N3,0.33497165677611407,4.523799274505933e-11,0.05704332742805981
0,N3,0.36962389713226373,3.033410939538024e-11,0.07850661997689345
0,N3,0.3542229014184194,5.781923857846847e-11,0.07471700353152347
0,N3,0.3484475280257278,5.444702065655184e-11,0.0709973167457313
0,N1,0.5063077340926321,2.168974700318836e-11,0.13534170824689026
0,N2,0.45625449802263807,3.388605473771901e-11,0.07173290378279104
0,N2,0.3869500173103386,3.0473682157194914e-11,0.06740465872956172
0,N2,0.36577364820380265,4.21581397679556e-11,0.0655744954796767
0,N2,0.38309976838187754,3.306948871111129e-11,0.07453263527749715
0,N2,0.39272539070303025,2.0016394439416712e-11,0.0702827474899588
0,N3,0.3522977769541889,2.6603837435368588e-11,0.065704128400427
0,N3,0.3715490215964943,2.2837159798725755e-11,0.06000073801715668
0,N2,0.35807315034688053,2.633753375379204e-11,0.07238507008931427
0,N3,0.36577364820380265,2.0877135611414098e-11,0.06652380644706245
0,N2,0.3445972790972668,2.3782597424887665e-11,0.06544753529572274
0,N3,0.30224454088419483,2.4373007078884337e-11,0.07111369451287691
0,N3,0.3195706610622697,3.980031320299431e-11,0.08303854648582844
0,N3,0.3060947898126559,3.009895316674288e-11,0.06400907172739789
0,N3,0.32149578552650027,3.542348931133221e-11,0.08321335007696809
0,N3,0.3003194164199643,3.736355780647321e-11,0.07407361924188335
0,N3,0.29839429195573375,4.385112236636965e-11,0.07864260863555222
0,N3,0.2502661803499703,4.709350533021402e-11,0.06992325025188167
0,N3,0.26566717606381457,3.889646623669076e-11,0.06463367469995229
0,N3,0.28299329624188946,4.5049534453650364e-11,0.07357094990528094
0,N3,0.29454404302727266,4.029204554884699e-11,0.07271050983476589
0,N2,0.3330465323118835,4.462125000935677e-11,0.07675082134698119
0,N3,0.32534603445496135,6.442123995035775e-11,0.0675031037581933
0,N3,0.3522977769541889,5.197994994244752e-11,0.06837808190214127
0,N3,0.30801991427688646,5.215649628084798e-11,0.079412977878809
0,N3,0.36962389713226373,6.229885195411317e-11,0.07123634842801783
0,N3,0.3060947898126559,6.143668499325902e-11,0.08764551167195275
0,N3,0.30801991427688646,6.53722841366539e-11,0.07517913274526969
0,N3,0.2868435451703505,7.295282903462985e-11,0.06689117869329744
0,N3,0.2714425494565062,4.444158589439894e-11,0.06154551457663909
0,N3,0.2675923005280451,6.372411378165301e-11,0.07721421720965566
0,N3,0.25796667820689245,5.5283624321407496e-11,0.08318000262441644
0,N3,0.2906937940988116,5.711157344091221e-11,0.07351386253834738
0,N3,0.2868435451703505,6.478999329742143e-11,0.06323892985950735
0,N3,0.28684354517035054,7.46955357466225e-11,0.07491655055249945
0,N3,0.28876866963458103,6.433354549700087e-11,0.07885178197017426
0,N3,0.2290898112434343,6.520960233285704e-11,0.06632150664179964
0,N3,0.24449080695727865,6.919919572970036e-11,0.07621642629257469
0,N3,0.23101493570766485,6.365355417600266e-11,0.07159379777597595
0,N3,0.24449080695727865,6.362299327833423e-11,0.08607516759084408
0,N3,0.2464159314215092,6.138424772817658e-11,0.07883837716871663
0,N3,0.2483410558857397,6.113509254207201e-11,0.07625756863051678
0,N3,0.2464159314215092,5.73418736657992e-11,0.07442629844909851
0,N3,0.25796667820689245,4.679233504288502e-11,0.07581646996414483
0,N3,0.21753906445805107,7.426621806520616e-11,0.06710899449454152
0,N3,0.22716468677920376,6.925582917892111e-11,0.07722604549203108
0,N3,0.2425656824930481,7.443179472505379e-11,0.08394360134967818
0,N3,0.22908981124343433,5.051915944426858e-11,0.06932745744060945
0,N3,0.23679030910035648,5.995516839890925e-11,0.06788892557602921
0,N3,0.22523956231497322,6.78487199414135e-11,0.0687864879573488
0,N3,0.21753906445805107,6.564881701829478e-11,0.06984284107489469
0,N3,0.23679030910035648,5.7341099401241424e-11,0.07902024327973411
0,N3,0.2483410558857397,7.391415980917233e-11,0.07145524793463146
0,N3,0.23679030910035648,8.509647014253459e-11,0.07281658786638809
0,N3,0.23101493570766485,6.942432809228944e-11,0.07814080672002932
0,N3,0.22138931338651216,6.087724763152305e-11,0.07606879406012601
0,N3,0.23486518463612593,6.369571472799056e-11,0.07695932412967965
0,N3,0.23871543356458702,7.489044078870718e-11,0.06567511813739788
0,N3,0.23871543356458702,7.015252942880195e-11,0.06397168085463928
0,N3,0.20791344213689839,9.197887928904687e-11,0.0764676433881912
0,N3,0.23679030910035648,6.825750236863547e-11,0.06614063576276552
0,N3,0.2714425494565062,6.488684959781134e-11,0.07508035366221404
0,N3,0.21368881552959,7.818484881563453e-11,0.07225421385490574
0,N3,0.2521913048142008,8.045342618668866e-11,0.07973251748119933
0,N3,0.2329400601718954,4.1473056512253805e-11,0.09075878448427324
0,N3,0.2329400601718954,1.5859070743682824e-11,0.06779690694815574
0,N3,0.23871543356458702,2.356355559975823e-11,0.10466245678846123
0,N3,0.23679030910035648,2.428500287334646e-11,0.06865024597160474
0,N3,0.25796667820689245,1.781615078004297e-11,0.0792580512718132
0,N3,0.2502661803499703,2.8591385616057857e-11,0.06861811562183304
0,N3,0.24064055802881756,2.172765400265888e-11,0.07533521554158815
0,N3,0.23679030910035648,1.9627073898375296e-11,0.06915205594309537
0,N3,0.22331443785074268,2.5272226959436375e-11,0.07761517253200284
0,N3,0.21753906445805107,2.0011383594712272e-11,0.07010946173995353
0,N3,0.2521913048142008,1.7422224537004443e-11,0.06754161607486175
0,N3,0.2233144378507427,2.067117865078367e-11,0.0802909435308463
0,N3,0.2502661803499703,1.5989291463432642e-11,0.07535370714741527
0,N3,0.22138931338651213,2.367131972354934e-11,0.0684235066752115
0,N3,0.20213806874420676,2.144603392763447e-11,0.05722666868244866
0,N3,0.19828781981574567,3.253443675722513e-11,0.06615565538476427
0,N3,0.2425656824930481,2.1623494832679008e-11,0.06382374011382291
0,N3,0.23486518463612593,1.908365629095747e-11,0.0773975811609414
0,N3,0.2521913048142008,1.888626200523304e-11,0.06489180613474392
0,N3,0.2290898112434343,2.8568037302438547e-11,0.07876939201552641
0,N3,0.23101493570766485,1.7005235695596718e-11,0.06709595792678871
0,N3,0.23679030910035648,2.268590049850862e-11,0.08241175327016587
0,N3,0.22138931338651213,3.4927407747739884e-11,0.0780737770495926
0,N3,0.2194641889222816,2.8133416445055564e-11,0.0762710936364131
0,N3,0.23101493570766485,5.912874375223427e-11,0.07323168117815423
0,N3,0.2271646867792038,3.7351886349563414e-11,0.07018829066498494
0,N3,0.27336767392073674,9.670339869014348e-11,0.039586602995565476
0,N1,0.47743086712917404,2.2285026102508434e-11,0.0572757232818292
0,N3,0.35037265248995836,5.1739480682769487e-11,0.06775078097442311
0,N3,0.3484475280257278,4.768675857153758e-11,0.0784156311233026
0,N3,0.3195706610622697,9.015482257059861e-11,0.08235336185553022
0,N3,0.36962389713226373,7.182402070758008e-11,0.08163704214084389
0,N3,0.34844752802572787,5.8094714973329724e-11,0.07299446000182794
0,N3,0.35422290141841944,4.37208994113396e-11,0.06919921910446383
0,N3,0.35807315034688053,5.7782094935748055e-11,0.08102152591072226
0,N2,0.3773243949891859,5.3036387617573285e-11,0.05967337819721431
0,N2,0.3465224035614973,7.168314685145739e-11,0.07239881682540729
0,N3,0.36962389713226373,8.750708805208161e-11,0.06802320126438986
0,N3,0.41005151088110514,3.098024102291877e-11,0.0703763740835622
0,N3,0.35807315034688053,1.9470139449627054e-11,0.06778390496245784
0,N2,0.3773243949891859,8.55065266673197e-11,0.07733086290124665
0,N2,0.4235273821307189,7.472281286513047e-11,0.07774092064680771
0,N2,0.42737763105918,9.314695919543616e-11,0.13304030398685318
0,N2,0.5101579830210932,8.215079926930865e-11,0.1099714261608546
0,N2,0.3908002662387997,7.204812679638603e-11,0.07800177098827303
0,N3,0.41775200873802726,8.4098097952088e-11,0.07070126913206512
0,REM,0.48898161391455724,3.038975014125375e-11,0.076188194845257
0,REM,0.4581796224868686,3.510547659341967e-11,0.06078714838775888
0,REM,0.4678052448080213,2.6117429771636932e-11,0.07430663655185173
0,REM,0.48320624052186567,3.7097478354197567e-11,0.06675195537181906
0,REM,0.4755057426649435,1.0383496806002465e-10,0.08098481061558396
0,REM,0.5197836053422459,4.6466319621556873e-11,0.07359393923433186
0,REM,0.46010474695109915,1.0721836633332555e-10,0.0643530298778366
0,REM,0.5351846010560902,5.071145436273383e-11,0.06380517025763767
0,REM,0.5082328585568627,6.836775061839462e-11,0.0771881068916083
0,REM,0.4870564894503267,3.8733417088749914e-11,0.06911201926831784
0,REM,0.4716554937364824,5.0080476645271414e-11,0.07413667305446195
0,REM,0.5043826096284016,1.426502278684923e-10,0.07794166212947716
0,REM,0.5217087298064764,1.2559476360360278e-10,0.06549877031870953
0,REM,0.5043826096284016,1.0494265116519994e-10,0.06040992190147967
0,REM,0.519783605342246,1.395383868566037e-10,0.07614083650239425
0,REM,0.4543293735584076,5.7410531090235474e-11,0.07185883400918036
0,REM,0.5351846010560902,4.0506125985186104e-11,0.0813925023383095
0,REM,0.527484103199168,3.632195810379699e-11,0.07417661827384302
0,REM,0.5351846010560903,4.483098417028427e-11,0.07136535245068312
0,REM,0.4581796224868686,4.461733440637906e-11,0.06406234509997763
0,REM,0.5448102233772429,5.959604014051074e-11,0.06348392610468045
0,REM,0.40235101302418297,6.447044247107819e-11,0.06985876096823723
0,REM,0.4812811160576351,2.932015913827093e-11,0.05965961357137278
0,REM,0.5005323606999406,7.265882430126761e-11,0.06225283874455391
0,REM,0.5351846010560902,4.371437907750344e-11,0.07680490881508922
0,REM,0.5217087298064764,8.660375138547466e-11,0.07413792149399785
0,REM,0.5063077340926321,7.450390055893568e-11,0.060192905800991216
0,REM,0.4966821117714795,2.241686174200016e-11,0.07558897781066143
0,REM,0.47743086712917404,2.8002793981645057e-11,0.06863240142650817
0,N1,0.5813875881976233,1.2552574105842322e-10,0.03316621255424115
0,N1,0.4793559915934046,7.71644345545635e-11,0.11648128519077247
0,N1,0.5813875881976233,4.421224362796907e-11,0.0753526695078944
0,N1,0.502457485164171,6.082112665038061e-11,0.06234396771501878
0,N1,0.4389283778445632,6.344268543949018e-11,0.07025369462083539
0,N1,0.43892837784456323,3.091447348856481e-11,0.060296747722401026
0,N2,0.4235273821307189,4.855299969756379e-11,0.07763618846944456
0,N2,0.4350781289161021,3.6595855413916144e-11,0.06205635695774704
0,N2,0.4042761374884135,4.365378837179464e-11,0.07623874677546237
0,N2,0.4370032533803327,4.161377805649472e-11,0.07536493303860503
0,N2,0.4620298714153297,4.2885494344974986e-11,0.07064554526366498
0,N2,0.42352738213071894,4.696527523863947e-11,0.06811365005445201
0,N2,0.45625449802263807,3.88275781999607e-11,0.07676204796555297
0,N2,0.3908002662387997,4.137805539808984e-11,0.07612354291053042
0,N3,0.3946505151672608,5.97362970870177e-11,0.05667404994202761
0,N1,0.5467353478414735,7.307503478466938e-11,0.2549363292003267
0,N1,0.5140082319495543,6.337079941650502e-11,0.07390362541773662
0,N1,0.5294092276633986,3.242173276274006e-11,0.07349228644164528
0,N1,0.5082328585568627,3.797861722030895e-11,0.06280375993415838
0,N2,0.3850248928461081,3.28055719660867e-11,0.06493660226319174
0,N2,0.4408535023087937,3.405397304157078e-11,0.06913016080622653
0,N2,0.5313343521276291,3.6788980086933705e-11,0.07448273479575683
0,N1,0.5679117169480095,3.2497236289631907e-11,0.06702069734297625
0,N2,0.4408535023087938,7.597094073793861e-11,0.07048980032291739
0,N2,0.41967713320225786,6.672639528144513e-11,0.0660166977284314
0,N2,0.43700325338033263,4.445419765530057e-11,0.07197701058923148
0,N2,0.4485540001657159,3.1445311573614955e-11,0.0669952286688114
0,N2,0.4581796224868686,4.405228872749263e-11,0.06534838895556137
0,N2,0.41582688427379677,3.3838990114333785e-11,0.06808479534354335
0,N2,0.43122787998764106,3.742900579168088e-11,0.06681409148344554
0,N2,0.43507812891610215,5.2217396556901064e-11,0.06717495519211104
0,N2,0.4042761374884135,4.4352559533141574e-11,0.07112243171861657
0,N2,0.43700325338033263,8.453283950073064e-11,0.07092583365557034
0,N2,0.42352738213071894,4.624314598537146e-11,0.07587120700515518
0,N2,0.4755057426649435,3.895049283257825e-11,0.07403620114712106
0,N2,0.38309976838187754,4.221659883284759e-11,0.06775785083271291
0,N2,0.39272539070303025,3.795904622896964e-11,0.08167645778665551
0,N2,0.3908002662387997,3.9473791728309166e-11,0.06989549368688222
0,N2,0.3869500173103386,4.2310905827349376e-11,0.06601668019208103
0,N2,0.34267215463303624,4.956631268003756e-11,0.07065188426497675
0,N2,0.42545250659494943,3.797878614482587e-11,0.0661721396258957
0,N2,0.36577364820380265,3.6784067324970696e-11,0.08286219456030237
0,N2,0.39657563963149134,3.915630985020297e-11,0.07521069077163389
0,N2,0.4081263864168746,2.9984832293480295e-11,0.06628985989372532
0,N2,0.36384852373957216,3.617106903731069e-11,0.06828597890462548
0,N2,0.381174643917647,4.2224982768843517e-11,0.07453436581777845
0,N2,0.3599982748111111,3.7400574909934866e-11,0.06313663843047601
0,N2,0.3985007640957219,2.6027351366757937e-11,0.07695489742617145
0,N2,0.33497165677611407,3.3935267893905953e-11,0.0651464787804136
0,N2,0.35037265248995836,3.677304381735537e-11,0.07685820384797258
0,N2,0.35614802588265,3.603953190754718e-11,0.06421067962925972
0,N2,0.3522977769541889,3.965458053637049e-11,0.06968600384075851
0,N2,0.3195706610622697,4.605389106927569e-11,0.061529171297025724
0,N2,0.3715490215964943,4.3753761222908474e-11,0.06975971505979434
0,N3,0.309945038741117,3.202060747386801e-11,0.08377665572932524
0,N2,0.3407470301688057,3.323370790553918e-11,0.07453815320516796
0,N3,0.32534603445496135,3.847640534826229e-11,0.07182873830246181
0,N3,0.27721792284919783,3.393785567060887e-11,0.0618818676069401
0,N3,0.26951742499227566,3.961491040334914e-11,0.06215454621257875
0,N3,0.3330465323118835,4.132678332123877e-11,0.06410058983393829
0,N3,0.3060947898126559,3.8758435065383844e-11,0.06012849061827582
0,N3,0.3234209099907308,8.042965038019381e-11,0.06776168724927914
0,N3,0.28491842070611995,8.653546785575752e-11,0.06581967310208893
0,N3,0.38887514177456917,5.96393462590331e-11,0.06272764988026898
0,N2,0.4004258885599524,4.682831369665148e-11,0.06433778109795046
0,N2,0.3715490215964943,4.87687331173192e-11,0.07237798843148577
0,N2,0.36192339927534156,5.007648440696965e-11,0.07253679201575622
0,N2,0.36384852373957216,5.263362298847772e-11,0.07179095425133
0,N2,0.3715490215964943,4.6958456030066463e-11,0.07050776931542133
0,N3,0.34652240356149727,4.938704039159613e-11,0.06690941034413538
0,N3,0.2695174249922757,3.428510976939979e-11,0.07544499418932527
0,N3,0.28684354517035054,4.936472961596357e-11,0.08159153976220075
0,N3,0.2637420515995841,3.8513067667520735e-11,0.07360721771657483
0,N3,0.2560415537426619,8.462429479333643e-11,0.07690774832135339
0,N3,0.3176455365980392,7.278454125965213e-11,0.07889397226804779
0,N3,0.3330465323118835,4.6440644994384834e-11,0.07233635642741355
0,N3,0.26566717606381457,3.9088205134930434e-11,0.06853208492875258
0,N3,0.2868435451703505,4.0740107817679044e-11,0.0755184649438855
0,N3,0.23871543356458702,3.3855786132809363e-11,0.07211704097524202
0,N3,0.23679030910035648,4.089521404971707e-11,0.08182466230437865
0,N3,0.27336767392073674,1.1822378910021494e-10,0.08358041648359596
0,N3,0.26566717606381457,2.4036367796704133e-11,0.06232975296766356
0,N3,0.2656671760638146,2.885968856763106e-11,0.05443234078097499
0,N3,0.259891802671123,3.261042158192581e-11,0.06812679765243813
0,N3,0.23486518463612593,3.616595747230125e-11,0.07073923491599687
0,N3,0.23871543356458702,2.5171578299555547e-11,0.08403865421480103
0,N3,0.27144254945650625,7.098495160294878e-11,0.06399455038147436
0,N3,0.2868435451703505,6.858867575232774e-11,0.07617905199278577
0,N3,0.30224454088419483,5.452405808409691e-11,0.07194827018367078
0,N3,0.2752927983849673,5.3981657765370767e-11,0.06905484975606921
0,N3,0.23871543356458702,5.1768828163514086e-11,0.07579653501357228
0,N3,0.26951742499227566,6.30136855257611e-11,0.07781622800687686
0,N3,0.25219130481420077,6.30344101094043e-11,0.07181301262240938
0,N3,0.22331443785074268,5.176870524811403e-11,0.07122004933674649
0,N3,0.20983856660112893,6.721260537875017e-11,0.07019742458044628
0,N3,0.2695174249922757,4.817644905223047e-11,0.06878914159761937
0,N3,0.24064055802881756,5.472685057752027e-11,0.0687038005625881
0,N3,0.2329400601718954,5.6585216775110265e-11,0.05572208183777831
0,N3,0.2521913048142008,3.9653193544467755e-11,0.06668798515041205
0,N3,0.24834105588573974,4.9033493923978804e-11,0.06690496767858475
0,N3,0.30224454088419483,3.8791223208527965e-11,0.028080557268754695
0,N1,0.4293027555234105,2.0601922119137305e-11,0.047928364243801265
0,N2,0.32534603445496135,3.834598169744013e-11,0.06691968632628092
0,N2,0.3869500173103386,4.036145695057102e-11,0.0656983433304852
0,N1,0.4543293735584075,4.121232895577878e-11,0.03121583663792312
0,N2,0.34267215463303624,4.879053440196335e-11,0.06559812197327516
0,N2,0.3599982748111111,3.6163657171359575e-11,0.07255200712436954
0,N2,0.3734741460607248,4.811029419333305e-11,0.07113784507596801
0,N2,0.39272539070303025,4.1485940646716543e-11,0.06707837545549364
0,N2,0.37924951945341645,9.68180052723282e-11,0.10365225488334764
0,N2,0.3908002662387997,4.8260673407209975e-11,0.07966385861362488
0,N2,0.3734741460607248,4.399275081069081e-11,0.08841197680898687
0,N1,0.42160225766648834,7.398341980429874e-11,0.04880184204094194
0,N2,0.4081263864168746,5.6635606637036445e-11,0.08657804642141531
0,N2,0.3985007640957219,7.623453360414347e-11,0.06670155771505953
0,N1,0.43700325338033263,4.604999942888803e-11,0.06130756863965807
0,N2,0.4350781289161021,6.302691402791377e-11,0.0823637600450041
0,N2,0.37539927052495536,5.505919178680105e-11,0.0717889597844796
0,N2,0.4389283778445632,6.199926967691731e-11,0.07335628242431644
0,N2,0.34459727909726673,9.001677108175843e-11,0.06172894963222944
0,N2,0.3908002662387997,1.1888969759025762e-10,0.08846261906333955
0,N2,0.47743086712917404,5.634935046302204e-11,0.07414631835994678
0,REM,0.4947569873072489,1.9166759232547376e-11,0.07257364026675879
0,REM,0.4447037512372548,6.40639374318432e-11,0.0822792519461659
0,REM,0.5043826096284016,2.245881119392936e-11,0.06622793551074044
0,REM,0.5371097255203208,2.8406988103003976e-11,0.06562539241189343
0,REM,0.4755057426649435,2.736760389503866e-11,0.06687594606642137
0,REM,0.5255589787349375,2.1244199454213278e-11,0.06596145436345471
0,REM,0.5159333564137849,2.128563630291571e-11,0.0688639708463826
0,REM,0.49283186284301833,3.002778676236918e-11,0.07744390582803454
0,REM,0.5178584808780153,2.1964969349007754e-11,0.0691159144551791
0,REM,0.4889816139145573,1.6768429642143504e-11,0.06809995858907625
0,REM,0.5043826096284016,4.346549312447587e-11,0.07360989244114728
0,REM,0.4870564894503267,2.5884957303309428e-11,0.07021083973346315
0,REM,0.4755057426649435,1.0376539963123994e-10,0.07020211159123603
0,REM,0.5467353478414735,2.805750730247276e-11,0.07122445411691633
0,REM,0.523633854270707,3.403599880535382e-11,0.07012049474030264
0,REM,0.5255589787349375,1.0986593145414038e-10,0.09034060220715434
0,REM,0.4755057426649435,4.690688287339327e-11,0.08223164217144976
0,REM,0.4812811160576351,1.385891062730543e-10,0.07957399184447102
0,REM,0.527484103199168,2.3731487612846474e-11,0.06601572213792428
