subject,stage,lzc_mean_channels,lzc_Fpz-Cz,lzc_Pz-Oz,lzc_Event_marker
0,N2,0.27850133915868486,0.39657563963149134,0.3734741460607248,0.06545423178383837
0,N2,0.2759345065397108,0.43892837784456323,0.334971656776114,0.05390348499845513
0,N3,0.24384909880253514,0.3388219057045751,0.331121407847653,0.06160398285537729
0,N3,0.2682340086827886,0.35422290141841944,0.3850248928461081,0.06545423178383837
0,N3,0.2592500945163794,0.3734741460607248,0.334971656776114,0.06930448071229946
0,N3,0.2528330129689443,0.3619233992753416,0.334971656776114,0.06160398285537729
0,N1,0.35807315034688053,0.5582860946268567,0.4543293735584075,0.06160398285537729
0,N2,0.3259877426097048,0.4235273821307189,0.48898161391455724,0.06545423178383837
0,N2,0.2797847554681719,0.35422290141841944,0.4196771332022578,0.06545423178383837
0,N2,0.26438375975432754,0.35807315034688053,0.3734741460607248,0.06160398285537729
0,N2,0.27850133915868486,0.35422290141841944,0.41197663534533563,0.06930448071229946
0,N2,0.28491842070612,0.4042761374884135,0.381174643917647,0.06930448071229946
0,N3,0.26053351082586645,0.35037265248995836,0.35422290141841944,0.07700497856922162
0,N3,0.2708008413017627,0.3657736482038027,0.3773243949891859,0.06930448071229946
0,N2,0.26053351082586645,0.35422290141841944,0.3619233992753416,0.06545423178383837
0,N3,0.2669505923733016,0.35807315034688053,0.3734741460607248,0.06930448071229946
0,N2,0.2515495966594573,0.3272711589191919,0.3619233992753416,0.06545423178383837
0,N3,0.2245978541602297,0.2502661803499703,0.35422290141841944,0.06930448071229946
0,N3,0.23614860094561296,0.3041696653484254,0.334971656776114,0.06930448071229946
0,N3,0.22588127046971673,0.3003194164199643,0.31187016320534755,0.06545423178383837
0,N3,0.23486518463612593,0.30801991427688646,0.334971656776114,0.06160398285537729
0,N3,0.22331443785074268,0.2887686696345811,0.31187016320534755,0.06930448071229946
0,N3,0.2245978541602297,0.3003194164199643,0.2964691674915032,0.07700497856922162
0,N3,0.18994561380408,0.2502661803499703,0.2502661803499703,0.06930448071229946
0,N3,0.20021294427997618,0.26566717606381457,0.26566717606381457,0.06930448071229946
0,N3,0.21176369106535944,0.27721792284919783,0.2887686696345811,0.06930448071229946
0,N3,0.22074760523176862,0.3041696653484254,0.28491842070612,0.07315472964076054
0,N2,0.2425656824930481,0.3041696653484254,0.3619233992753416,0.06160398285537729
0,N3,0.23871543356458702,0.2887686696345811,0.3619233992753416,0.06545423178383837
0,N3,0.25668326189740537,0.35422290141841944,0.35037265248995836,0.06545423178383837
0,N3,0.22973151939817782,0.2810681717776589,0.334971656776114,0.07315472964076054
0,N3,0.26951742499227566,0.35807315034688053,0.381174643917647,0.06930448071229946
0,N3,0.2245978541602297,0.2926189185630422,0.3195706610622697,0.06160398285537729
0,N3,0.22588127046971673,0.27336767392073674,0.3426721546330362,0.06160398285537729
0,N3,0.2104802747558724,0.2964691674915032,0.27721792284919783,0.05775373392691621
0,N3,0.20663002582741133,0.27721792284919783,0.26566717606381457,0.07700497856922162
0,N3,0.19892952797048916,0.24641593142150917,0.2887686696345811,0.06160398285537729
0,N3,0.19251244642305407,0.2502661803499703,0.26566717606381457,0.06160398285537729
0,N3,0.21304710737484645,0.26951742499227566,0.31187016320534755,0.05775373392691621
0,N3,0.21304710737484645,0.27336767392073674,0.3003194164199643,0.06545423178383837
0,N3,0.2143305236843335,0.2887686696345811,0.28491842070612,0.06930448071229946
0,N3,0.21304710737484645,0.26951742499227566,0.30801991427688646,0.06160398285537729
0,N3,0.17069436916177458,0.23871543356458702,0.21946418892228162,0.05390348499845513
0,N3,0.18352853225664487,0.2502661803499703,0.23871543356458702,0.06160398285537729
0,N3,0.17839486701869675,0.24641593142150917,0.21561393999382053,0.07315472964076054
0,N3,0.18352853225664487,0.23871543356458702,0.2502661803499703,0.06160398285537729
0,N3,0.18737878118510595,0.25411642927843137,0.23871543356458702,0.06930448071229946
0,N3,0.18994561380408,0.2618169271353535,0.23486518463612593,0.07315472964076054
0,N3,0.18609536487561892,0.25411642927843137,0.23871543356458702,0.06545423178383837
0,N3,0.1937958627325411,0.23486518463612593,0.2810681717776589,0.06545423178383837
0,N3,0.16941095285228758,0.23871543356458702,0.19636269535151513,0.07315472964076054
0,N3,0.17326120178074864,0.20791344213689836,0.24641593142150917,0.06545423178383837
0,N3,0.18352853225664487,0.2502661803499703,0.23486518463612593,0.06545423178383837
0,N3,0.1745446180902357,0.25411642927843137,0.2040631932084373,0.06545423178383837
0,N3,0.18224511594715784,0.22716468677920376,0.24641593142150917,0.07315472964076054
0,N3,0.17454461809023566,0.23101493570766485,0.21946418892228162,0.07315472964076054
0,N3,0.16556070392382646,0.21946418892228162,0.21561393999382053,0.06160398285537729
0,N3,0.17967828332818378,0.22716468677920376,0.24641593142150917,0.06545423178383837
0,N3,0.18994561380408,0.26951742499227566,0.22716468677920376,0.07315472964076054
0,N3,0.17711145070920972,0.2425656824930481,0.23101493570766485,0.05775373392691621
0,N3,0.1758280343997227,0.23101493570766485,0.23101493570766485,0.06545423178383837
0,N3,0.1706943691617746,0.23871543356458702,0.2040631932084373,0.06930448071229946
0,N3,0.1758280343997227,0.23871543356458702,0.23101493570766485,0.05775373392691621
0,N3,0.17967828332818378,0.2425656824930481,0.23486518463612593,0.06160398285537729
0,N3,0.18352853225664487,0.19636269535151513,0.2810681717776589,0.07315472964076054
0,N3,0.15914362237639135,0.21561393999382053,0.2002129442799762,0.06160398285537729
0,N3,0.17967828332818378,0.23101493570766485,0.2425656824930481,0.06545423178383837
0,N3,0.20406319320843727,0.26951742499227566,0.27336767392073674,0.06930448071229946
0,N3,0.1629938713048524,0.21561393999382053,0.21176369106535944,0.06160398285537729
0,N3,0.18994561380408,0.25411642927843137,0.2502661803499703,0.06545423178383837
0,N3,0.17839486701869675,0.20791344213689836,0.2579666782068924,0.06930448071229946
0,N3,0.17711145070920972,0.23101493570766485,0.23486518463612593,0.06545423178383837
0,N3,0.18352853225664487,0.24641593142150917,0.23101493570766485,0.07315472964076054
0,N3,0.17839486701869675,0.22716468677920376,0.24641593142150917,0.06160398285537729
0,N3,0.1937958627325411,0.25411642927843137,0.2618169271353535,0.06545423178383837
0,N3,0.18866219749459298,0.2425656824930481,0.2579666782068924,0.06545423178383837
0,N3,0.18224511594715784,0.2502661803499703,0.23101493570766485,0.06545423178383837
0,N3,0.17967828332818378,0.23486518463612593,0.23871543356458702,0.06545423178383837
0,N3,0.1719777854712616,0.24641593142150917,0.2002129442799762,0.06930448071229946
0,N3,0.16941095285228758,0.19636269535151513,0.23871543356458702,0.07315472964076054
0,N3,0.19251244642305407,0.25411642927843137,0.2502661803499703,0.07315472964076054
0,N3,0.1745446180902357,0.2502661803499703,0.19636269535151513,0.07700497856922162
0,N3,0.1937958627325411,0.23871543356458702,0.2618169271353535,0.0808552274976827
0,N3,0.17326120178074864,0.22716468677920376,0.21561393999382053,0.07700497856922162
0,N3,0.15786020606690432,0.2002129442799762,0.2040631932084373,0.06930448071229946
0,N3,0.15400995713844323,0.23101493570766485,0.1655607039238265,0.06545423178383837
0,N3,0.1848119485661319,0.20791344213689836,0.27721792284919783,0.06930448071229946
0,N3,0.17967828332818378,0.23101493570766485,0.23871543356458702,0.06930448071229946
0,N3,0.18737878118510595,0.26566717606381457,0.23871543356458702,0.05775373392691621
0,N3,0.17454461809023566,0.2502661803499703,0.20791344213689836,0.06545423178383837
0,N3,0.1758280343997227,0.21176369106535944,0.2502661803499703,0.06545423178383837
0,N3,0.17711145070920972,0.2233144378507427,0.2502661803499703,0.05775373392691621
0,N3,0.16812753654280052,0.21176369106535944,0.23101493570766485,0.06160398285537729
0,N3,0.16812753654280052,0.22716468677920376,0.21176369106535944,0.06545423178383837
0,N3,0.17839486701869675,0.2040631932084373,0.2579666782068924,0.07315472964076054
0,N3,0.1745446180902357,0.2502661803499703,0.2040631932084373,0.06930448071229946
0,N3,0.2014963605894632,0.3003194164199643,0.24641593142150917,0.05775373392691621
0,N1,0.34395557094252327,0.5043826096284016,0.45047912462994644,0.07700497856922162
0,N3,0.2579666782068924,0.30801991427688646,0.39272539070303025,0.07315472964076054
0,N3,0.2528330129689443,0.3003194164199643,0.39657563963149134,0.06160398285537729
0,N3,0.23614860094561296,0.30801991427688646,0.331121407847653,0.06930448071229946
0,N3,0.26951742499227566,0.3657736482038027,0.3734741460607248,0.06930448071229946
0,N3,0.2553998455879184,0.2887686696345811,0.4081263864168746,0.06930448071229946
0,N3,0.2618169271353535,0.35807315034688053,0.35037265248995836,0.07700497856922162
0,N3,0.26053351082586645,0.34652240356149727,0.3696238971322638,0.06545423178383837
0,N2,0.2720842576112497,0.35807315034688053,0.39657563963149134,0.06160398285537729
0,N2,0.25411642927843137,0.3696238971322638,0.3234209099907308,0.06930448071229946
0,N3,0.2720842576112497,0.35422290141841944,0.3850248928461081,0.07700497856922162
0,N3,0.29518575118201623,0.3619233992753416,0.4581796224868686,0.06545423178383837
0,N3,0.2631003434448405,0.3657736482038027,0.35037265248995836,0.07315472964076054
0,N2,0.27721792284919783,0.3734741460607248,0.381174643917647,0.07700497856922162
0,N2,0.30288624903893835,0.38887514177456917,0.4581796224868686,0.06160398285537729
0,N2,0.3105867468958605,0.42737763105918,0.42737763105918,0.07700497856922162
0,N2,0.35935656665636756,0.5197836053422459,0.5005323606999406,0.05775373392691621
0,N2,0.28235158808714594,0.4235273821307189,0.35807315034688053,0.06545423178383837
0,N3,0.29775258380099023,0.4158268842737967,0.4196771332022578,0.05775373392691621
0,REM,0.3478058198709843,0.4620298714153297,0.5159333564137848,0.06545423178383837
0,REM,0.3298379915381659,0.4466288757014854,0.46973036927225187,0.07315472964076054
0,REM,0.33368824046662704,0.4466288757014854,0.48898161391455724,0.06545423178383837
0,REM,0.3452389872520103,0.4851313649860962,0.4812811160576351,0.06930448071229946
0,REM,0.3375384893950881,0.49283186284301833,0.4581796224868686,0.06160398285537729
0,REM,0.3709073134417508,0.5159333564137848,0.523633854270707,0.07315472964076054
0,REM,0.3259877426097048,0.47358061820071296,0.4466288757014854,0.05775373392691621
0,REM,0.38117464391764705,0.5351846010560902,0.5351846010560902,0.07315472964076054
0,REM,0.3619233992753417,0.5159333564137848,0.5005323606999406,0.06930448071229946
0,REM,0.3439555709425232,0.5159333564137848,0.4581796224868686,0.05775373392691621
0,REM,0.33497165677611407,0.4427786267730243,0.5005323606999406,0.06160398285537729
0,REM,0.3593565666563676,0.5313343521276291,0.47743086712917404,0.06930448071229946
0,REM,0.3696238971322638,0.5313343521276291,0.5120831074853237,0.06545423178383837
0,REM,0.3580731503468806,0.5043826096284016,0.5043826096284016,0.06545423178383837
0,REM,0.36962389713226385,0.5313343521276291,0.5082328585568627,0.06930448071229946
0,REM,0.32470432630021784,0.5082328585568627,0.4004258885599524,0.06545423178383837
0,REM,0.37989122760816,0.5197836053422459,0.5505855967699346,0.06930448071229946
0,REM,0.37604097867969893,0.4966821117714794,0.5582860946268567,0.07315472964076054
0,REM,0.3811746439176471,0.5005323606999406,0.56983684141224,0.07315472964076054
0,REM,0.32855457522867887,0.5351846010560902,0.381174643917647,0.06930448071229946
0,REM,0.3824580602271341,0.5313343521276291,0.5582860946268567,0.05775373392691621
0,REM,0.2900520859440681,0.45047912462994644,0.35422290141841944,0.06545423178383837
0,REM,0.34267215463303624,0.523633854270707,0.43892837784456323,0.06545423178383837
0,REM,0.3593565666563676,0.527484103199168,0.47358061820071296,0.07700497856922162
0,REM,0.38117464391764705,0.5428850989130124,0.527484103199168,0.07315472964076054
0,REM,0.3696238971322638,0.5467353478414735,0.4966821117714794,0.06545423178383837
0,REM,0.35935656665636756,0.523633854270707,0.48898161391455724,0.06545423178383837
0,REM,0.35165606879944544,0.4851313649860962,0.5082328585568627,0.06160398285537729
0,REM,0.33497165677611407,0.4812811160576351,0.47358061820071296,0.05005323606999405
0,N1,0.41197663534533574,0.5813875881976233,0.5813875881976233,0.07315472964076054
0,N1,0.3413887383235492,0.48898161391455724,0.46973036927225187,0.06545423178383837
0,N1,0.4106932190358487,0.5852378371260843,0.5775373392691622,0.06930448071229946
0,N1,0.35807315034688053,0.4851313649860962,0.5197836053422459,0.06930448071229946
0,N1,0.31828724475278264,0.42737763105918,0.45047912462994644,0.07700497856922162
0,N1,0.3131535795148346,0.4466288757014854,0.43122787998764106,0.06160398285537729
0,N2,0.30673649796739944,0.45047912462994644,0.39657563963149134,0.07315472964076054
0,N2,0.3118701632053475,0.4158268842737967,0.4543293735584075,0.06545423178383837
0,N2,0.29133550225355515,0.4081263864168746,0.4004258885599524,0.06545423178383837
0,N2,0.31572041213380864,0.43507812891610215,0.43892837784456323,0.07315472964076054
0,N2,0.3311214078476529,0.4466288757014854,0.47743086712917404,0.06930448071229946
0,N2,0.30416966534842543,0.4427786267730243,0.4042761374884135,0.06545423178383837
0,N2,0.3247043263002178,0.43892837784456323,0.47358061820071296,0.06160398285537729
0,N2,0.28620183701560703,0.4004258885599524,0.381174643917647,0.07700497856922162
0,N3,0.28491842070612,0.381174643917647,0.4081263864168746,0.06545423178383837
0,N1,0.39015855808405614,0.527484103199168,0.5659865924837789,0.07700497856922162
0,N1,0.36705706451328973,0.5120831074853237,0.5159333564137848,0.07315472964076054
0,N1,0.3747575623702119,0.5005323606999406,0.5582860946268567,0.06545423178383837
0,N1,0.3619233992753417,0.5351846010560902,0.4812811160576351,0.06930448071229946
0,N2,0.2810681717776589,0.3734741460607248,0.39657563963149134,0.07315472964076054
0,N2,0.31828724475278264,0.42737763105918,0.4543293735584075,0.07315472964076054
0,N2,0.37732439498918596,0.5505855967699346,0.5120831074853237,0.06930448071229946
0,N1,0.39914247225046545,0.5621363435553178,0.5736870903407011,0.06160398285537729
0,N2,0.31572041213380864,0.4466288757014854,0.43507812891610215,0.06545423178383837
0,N2,0.3016028327294514,0.43122787998764106,0.4081263864168746,0.06545423178383837
0,N2,0.3131535795148345,0.4235273821307189,0.45047912462994644,0.06545423178383837
0,N2,0.3208540773717567,0.46973036927225187,0.42737763105918,0.06545423178383837
0,N2,0.32727115891919184,0.4851313649860962,0.43122787998764106,0.06545423178383837
0,N2,0.2990360001104773,0.4466288757014854,0.3850248928461081,0.06545423178383837
0,N2,0.3131535795148346,0.4235273821307189,0.43892837784456323,0.07700497856922162
0,N2,0.31187016320534755,0.4427786267730243,0.42737763105918,0.06545423178383837
0,N2,0.2926189185630422,0.3696238971322638,0.43892837784456323,0.06930448071229946
0,N2,0.3131535795148345,0.4543293735584075,0.4196771332022578,0.06545423178383837
0,N2,0.30545308165791246,0.4042761374884135,0.4427786267730243,0.06930448071229946
0,N2,0.3413887383235492,0.4620298714153297,0.48898161391455724,0.07315472964076054
0,N2,0.27850133915868486,0.3696238971322638,0.39657563963149134,0.06930448071229946
0,N2,0.283635004396633,0.38887514177456917,0.39657563963149134,0.06545423178383837
0,N2,0.283635004396633,0.4158268842737967,0.3657736482038027,0.06930448071229946
0,N2,0.283635004396633,0.4042761374884135,0.3696238971322638,0.07700497856922162
0,N2,0.2464159314215092,0.3619233992753416,0.3234209099907308,0.05390348499845513
0,N2,0.30673649796739944,0.43507812891610215,0.4158268842737967,0.06930448071229946
0,N2,0.2708008413017627,0.35037265248995836,0.381174643917647,0.0808552274976827
0,N2,0.28748525332509406,0.381174643917647,0.41197663534533563,0.06930448071229946
0,N2,0.29646916749150326,0.39272539070303025,0.4235273821307189,0.07315472964076054
0,N2,0.26438375975432754,0.3696238971322638,0.35807315034688053,0.06545423178383837
0,N2,0.27721792284919783,0.3696238971322638,0.39272539070303025,0.06930448071229946
0,N2,0.2669505923733016,0.3234209099907308,0.39657563963149134,0.0808552274976827
0,N2,0.2887686696345811,0.4081263864168746,0.38887514177456917,0.06930448071229946
0,N2,0.24513251511202216,0.3272711589191919,0.3426721546330362,0.06545423178383837
0,N2,0.25539984558791834,0.35422290141841944,0.34652240356149727,0.06545423178383837
0,N2,0.2618169271353535,0.34652240356149727,0.3657736482038027,0.07315472964076054
0,N2,0.2592500945163794,0.3426721546330362,0.3619233992753416,0.07315472964076054
0,N2,0.23486518463612593,0.3003194164199643,0.3388219057045751,0.06545423178383837
0,N2,0.2720842576112497,0.334971656776114,0.4081263864168746,0.07315472964076054
0,N3,0.22973151939817782,0.31187016320534755,0.30801991427688646,0.06930448071229946
0,N2,0.24898276404048325,0.35422290141841944,0.3272711589191919,0.06545423178383837
0,N3,0.23871543356458702,0.2926189185630422,0.35807315034688053,0.06545423178383837
0,N3,0.20663002582741133,0.26566717606381457,0.2887686696345811,0.06545423178383837
0,N3,0.20277977689895024,0.2579666782068924,0.2810681717776589,0.06930448071229946
0,N3,0.2425656824930481,0.30801991427688646,0.35807315034688053,0.06160398285537729
0,N3,0.22588127046971673,0.31572041213380864,0.2964691674915032,0.06545423178383837
0,N3,0.23871543356458702,0.28491842070612,0.3619233992753416,0.06930448071229946
0,N3,0.2104802747558724,0.27336767392073674,0.2964691674915032,0.06160398285537729
0,N3,0.283635004396633,0.3619233992753416,0.4158268842737967,0.07315472964076054
0,N2,0.2900520859440681,0.41197663534533563,0.38887514177456917,0.06930448071229946
0,N2,0.2720842576112497,0.3619233992753416,0.381174643917647,0.07315472964076054
0,N2,0.2631003434448405,0.3388219057045751,0.3850248928461081,0.06545423178383837
0,N2,0.26438375975432754,0.3272711589191919,0.4004258885599524,0.06545423178383837
0,N2,0.26951742499227566,0.3619233992753416,0.381174643917647,0.06545423178383837
0,N3,0.25668326189740537,0.3426721546330362,0.35037265248995836,0.07700497856922162
0,N3,0.20021294427997624,0.25411642927843137,0.28491842070612,0.06160398285537729
0,N3,0.21561393999382053,0.2502661803499703,0.3234209099907308,0.07315472964076054
0,N3,0.19764611166100218,0.23486518463612593,0.2926189185630422,0.06545423178383837
0,N3,0.19122903011356704,0.23871543356458702,0.27336767392073674,0.06160398285537729
0,N3,0.23871543356458702,0.27721792284919783,0.35807315034688053,0.0808552274976827
